shipment_id,sales_order_number,customer_key,sales_territory_key,origin_country,destination_country,destination_region,carrier_id,carrier_name,service_level,tracking_number,ship_date,promised_delivery_date,actual_delivery_date,transit_days,delay_days,on_time_flag,cross_border_flag,customs_delay_days,shipment_status,order_line_count,freight_amount,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
SHP-000081,SO43777,16515,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43777,2011-01-24,2011-01-29,2011-01-28,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000082,SO43778,11018,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-43778,2011-01-24,2011-01-29,2011-01-29,6,0,1,1,0,DELIVERED,1,85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000083,SO43779,25252,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43779,2011-01-24,2011-01-29,2011-01-30,7,1,0,1,0,DELIVERED,1,17.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000084,SO43780,11599,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43780,2011-01-25,2011-01-30,2011-01-31,7,1,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000085,SO43781,16495,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-43781,2011-01-25,2011-01-30,2011-01-30,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000086,SO43782,16516,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43782,2011-01-25,2011-01-30,2011-01-29,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000087,SO43783,16620,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43783,2011-01-25,2011-01-30,2011-02-01,8,2,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000088,SO43784,27667,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-43784,2011-01-26,2011-01-31,2011-01-29,4,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000089,SO43785,11601,7,United States,France,Europe,CAR-004,EuroFreight,International Economy,SYN-004-43785,2011-01-26,2011-01-31,2011-01-31,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000090,SO43786,11607,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43786,2011-01-26,2011-01-31,2011-01-30,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000091,SO43787,29385,8,United States,Germany,Europe,CAR-002,ParcelBridge,Economy,SYN-002-43787,2011-01-26,2011-01-31,2011-02-02,8,2,0,1,0,DELIVERED,1,85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000092,SO43788,11239,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-43788,2011-01-26,2011-01-31,2011-02-01,7,1,0,1,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000093,SO43789,25865,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-43789,2011-01-26,2011-01-31,2011-01-28,3,0,1,0,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000094,SO43790,25857,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-43790,2011-01-26,2011-01-31,2011-01-30,5,0,1,0,0,DELIVERED,1,85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000095,SO43791,16484,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43791,2011-01-26,2011-01-31,2011-01-30,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000096,SO43792,16623,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43792,2011-01-26,2011-01-31,2011-01-31,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000097,SO43793,11000,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-43793,2011-01-26,2011-01-31,2011-02-01,7,1,0,1,0,DELIVERED,1,85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000098,SO43794,11029,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43794,2011-01-26,2011-01-31,2011-02-02,8,2,0,1,0,DELIVERED,1,85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000099,SO43795,27615,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-43795,2011-01-27,2011-02-01,2011-01-31,5,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000100,SO43796,17956,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43796,2011-01-27,2011-02-01,2011-02-01,6,0,1,1,0,DELIVERED,1,17.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000101,SO43797,16345,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43797,2011-01-27,2011-02-01,2011-02-02,7,1,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000102,SO43798,16521,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43798,2011-01-27,2011-02-01,2011-02-03,8,2,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000103,SO43799,16636,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43799,2011-01-27,2011-02-01,2011-01-31,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000104,SO43800,21710,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-43800,2011-01-28,2011-02-02,2011-02-04,8,2,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000105,SO43801,13583,10,United States,United Kingdom,Europe,CAR-002,ParcelBridge,Economy,SYN-002-43801,2011-01-28,2011-02-02,2011-02-01,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000106,SO43802,11593,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43802,2011-01-28,2011-02-02,2011-02-02,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000107,SO43803,21741,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-43803,2011-01-29,2011-02-03,2011-02-04,7,1,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000108,SO43804,13585,10,United States,United Kingdom,Europe,CAR-002,ParcelBridge,Economy,SYN-002-43804,2011-01-29,2011-02-03,2011-02-05,8,2,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000109,SO43805,14510,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-43805,2011-01-29,2011-02-03,2011-02-01,4,0,1,0,0,DELIVERED,1,17.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000110,SO43806,16523,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43806,2011-01-29,2011-02-03,2011-02-03,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000111,SO43807,11611,7,United States,France,Europe,CAR-002,ParcelBridge,Economy,SYN-002-43807,2011-01-30,2011-02-04,2011-02-05,7,1,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000112,SO43808,13259,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43808,2011-01-30,2011-02-04,2011-02-06,8,2,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000113,SO43809,16350,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43809,2011-01-30,2011-02-04,2011-02-03,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000114,SO43810,11004,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43810,2011-01-30,2011-02-04,2011-02-05,7,1,0,1,0,DELIVERED,1,85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000115,SO43811,11026,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43811,2011-01-30,2011-02-04,2011-02-04,6,0,1,1,0,DELIVERED,1,85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000116,SO43812,27662,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-43812,2011-01-31,2011-02-05,2011-02-03,4,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000117,SO43813,28390,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43813,2011-01-31,2011-02-05,2011-02-07,8,2,0,1,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000118,SO43814,25866,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-43814,2011-01-31,2011-02-05,2011-02-02,3,0,1,0,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000119,SO43815,16494,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43815,2011-01-31,2011-02-05,2011-02-05,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000120,SO43816,16496,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43816,2011-01-31,2011-02-05,2011-02-04,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000121,SO43817,16519,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-43817,2011-01-31,2011-02-05,2011-02-07,8,2,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000122,SO43818,16528,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43818,2011-01-31,2011-02-05,2011-02-06,7,1,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000123,SO43819,11006,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-43819,2011-01-31,2011-02-05,2011-02-05,6,0,1,1,0,DELIVERED,1,85,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000124,SO43820,27651,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-43820,2011-02-01,2011-02-06,2011-02-03,3,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000125,SO43821,27663,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-43821,2011-02-01,2011-02-06,2011-02-04,4,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000126,SO43822,27669,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-43822,2011-02-01,2011-02-06,2011-02-05,5,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000127,SO43823,19942,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43823,2011-02-01,2011-02-06,2011-02-05,5,0,1,1,0,DELIVERED,1,17.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000128,SO43824,14558,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-43824,2011-02-01,2011-02-06,2011-02-05,5,0,1,0,0,DELIVERED,1,17.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000129,SO43825,16349,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43825,2011-02-01,2011-02-06,2011-02-07,7,1,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000130,SO43826,11008,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43826,2011-02-01,2011-02-06,2011-02-08,8,2,0,1,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000131,SO43827,25250,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43827,2011-02-01,2011-02-06,2011-02-05,5,0,1,1,0,DELIVERED,1,17.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000132,SO43828,27605,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-43828,2011-02-02,2011-02-07,2011-02-05,4,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000133,SO43829,27611,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-43829,2011-02-02,2011-02-07,2011-02-06,5,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000134,SO43830,16347,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-43830,2011-02-02,2011-02-07,2011-02-06,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000135,SO43831,11028,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-43831,2011-02-02,2011-02-07,2011-02-09,8,2,0,1,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000136,SO43832,13584,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43832,2011-02-02,2011-02-07,2011-02-08,7,1,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000137,SO43833,21727,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-43833,2011-02-03,2011-02-08,2011-02-08,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000138,SO43834,28393,7,United States,France,Europe,CAR-004,EuroFreight,International Economy,SYN-004-43834,2011-02-03,2011-02-08,2011-02-07,5,0,1,1,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000139,SO43835,19802,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-43835,2011-02-03,2011-02-08,2011-02-10,8,2,0,1,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000140,SO43836,26620,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-43836,2011-02-03,2011-02-08,2011-02-09,7,1,0,1,0,DELIVERED,1,17.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000141,SO43837,11009,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-43837,2011-02-03,2011-02-08,2011-02-08,6,0,1,1,0,DELIVERED,1,84.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000142,SO43838,27641,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-43838,2011-02-04,2011-02-09,2011-02-08,5,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000143,SO43839,27673,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-43839,2011-02-04,2011-02-09,2011-02-07,4,0,1,0,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000144,SO43840,17957,7,United States,France,Europe,CAR-004,EuroFreight,International Economy,SYN-004-43840,2011-02-04,2011-02-09,2011-02-11,8,2,0,1,0,DELIVERED,1,17.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000145,SO43841,13406,8,United States,Germany,Europe,CAR-002,ParcelBridge,Economy,SYN-002-43841,2011-02-04,2011-02-09,2011-02-08,5,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000146,SO43842,16630,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-43842,2011-02-04,2011-02-09,2011-02-09,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000147,SO43918,22041,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-43918,2011-02-05,2011-02-10,2011-02-10,6,0,1,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-000148,SO43919,12124,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-43919,2011-02-05,2011-02-10,2011-02-11,7,1,0,1,0,DELIVERED,1,89.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
